Timestamp,ViewerBot,MapID,MapName,Player,ItemName,Quantity,Rarity
09:07 PM,FEATURE DISABLED,92,Tasca's Demise,Mesmer Pett,Fire Wand,1,Purple
09:07 PM,FEATURE DISABLED,92,Tasca's Demise,Ritualist Sestt,Magmas Arm,1,Purple
09:07 PM,FEATURE DISABLED,92,Tasca's Demise,Mesmer Sedam,Storm Artifact,1,Purple
09:07 PM,FEATURE DISABLED,92,Tasca's Demise,Mesmer Pett,Molten Claw,1,White
09:07 PM,FEATURE DISABLED,92,Tasca's Demise,Mesmer Jedan,Jeweled Chakram,1,White
09:07 PM,FEATURE DISABLED,92,Tasca's Demise,Trovacica Dusa,Titan Armor,1,Purple
2026-02-20 21:08:37,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Gold,112,Currency
09:08 PM,FEATURE DISABLED,92,Tasca's Demise,Dupljakus D,Beastmaster Harness,1,Blue
09:08 PM,FEATURE DISABLED,92,Tasca's Demise,Mesmer Tri,Stone Summit Badge,1,White
09:08 PM,FEATURE DISABLED,92,Tasca's Demise,Ritualist Sestt,Dwarven Warrior Armor,1,White
2026-02-20 21:08:39,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Gold,107,Currency
2026-02-20 21:09:23,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Gold,109,Currency
09:09 PM,FEATURE DISABLED,92,Tasca's Demise,Mesmer Jedan,Jeweled Staff,1,Purple
09:09 PM,FEATURE DISABLED,92,Tasca's Demise,Mesmer Cetiri,Dwarven Scout Armor,1,White
09:09 PM,FEATURE DISABLED,92,Tasca's Demise,Mesmer Sedam,Dwarven Scout Armor,1,White
2026-02-20 21:09:26,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Gold,111,Currency
09:09 PM,FEATURE DISABLED,92,Tasca's Demise,Trovacica Dusa,Inscribed Staff,1,White
2026-02-20 21:10:49,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Gold,108,Currency
09:10 PM,FEATURE DISABLED,92,Tasca's Demise,Ritualist Sestt,Stone Summit Badges,1,White
09:10 PM,FEATURE DISABLED,92,Tasca's Demise,Mesmer Sedam,Raven Staff,1,White
2026-02-20 21:10:50,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Gold,104,Currency
2026-02-20 21:10:51,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Gold,103,Currency
09:10 PM,FEATURE DISABLED,92,Tasca's Demise,Mesmer Tri,Lockpicks,1,White
09:10 PM,FEATURE DISABLED,92,Tasca's Demise,Ritualist Sestt,Stone Summit Badges,1,White
09:10 PM,FEATURE DISABLED,92,Tasca's Demise,Mesmer Sedam,Stone Summit Badge,1,White
2026-02-20 21:10:56,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Gold,100,Currency
09:11 PM,FEATURE DISABLED,92,Tasca's Demise,Mesmer Sedam,Composite Bow,1,Blue
09:11 PM,FEATURE DISABLED,92,Tasca's Demise,Mesmer Tri,Beastmaster Harness,1,White
09:11 PM,FEATURE DISABLED,92,Tasca's Demise,Dupljakus D,Flatbow,1,White
